Node,Degree
different_embodiment,8
limited_period,8
traversal,8
various_environment,8
variant,8
thermographic_image,8
vehicle_base_station,8
desired_action,8
alignment_signal,8
autopilot_command,8
starting_point,8
UAV-BSs,8
dynamic_positioning,8
blade_stall,8
directionality,8
more_light_source,8
first_assist_fastener_member,8
disclosed_invention,8
pre-trip_inspection,8
low_resolution,8
dent,8
aUAV,8
gathered_camera_data,8
timestamps,8
collaboration,8
parking,8
visual_camera,8
operator_interface,8
tell,8
responder,8
aerial_platform_radio_sub-system,8
many_company,8
temporal_information,8
more_application,8
heating,8
second_camera_unit,8
parachute_wing,8
same_location,8
vehicle_direction,8
drone_operating,8
receiver-transmitter,8
flat_film,8
geodetic_surveying_system,8
second_communication_interface,8
second_common_mode_capacitor,8
pressurized_motor_assembly,8
central_processing_unit,8
more_delivery_item,8
more_transceivers,8
wireless_power_transmission,8
receivingcontainer,8
transmission_resource,8
multi-drone_network,8
second_work_area,8
second_output,8
high_power_spot_beam,8
radio_frequency_transceivers,8
first_joint_portion,8
boost,8
digital_signature,8
data_storage_component,8
detailed_information,8
second_data_capture,8
first_secure_mailbox,8
more_UEs,8
pointing,8
second_imaging_block,8
coefficient,8
winding,8
collection_point,8
control_base,8
rental,8
successive_function,8
penetrate,8
common_mode,8
more_detail,8
first_phase,8
star_tracker,8
insulate,8
basedon,8
HWIL,8
receiver_horn_antenna,8
aerospace_vehicle,8
external_scene,8
single_structure,8
qualify,8
significant_advantage,8
underwater_region,8
global_position,8
ambient_water_pressure,8
societal-consideration_data,8
piezoelectric_inchworm_actuator,8
second_series,8
desirable,8
notification_device,8
payload-side_mount,8
ground_level_interference,8
projection_assembly,8
fence,8
directionally-discriminating_acoustic_sensor,8
above-surface_location,8
household,8
exacerbate,8
control_apparatus,8
terminate,8
Sensors,8
external_reference_system,8
in,8
air_speed,8
horizontal_profile,8
second_input_voltage,8
more_type,8
populate,8
next_camera_position,8
common_medium,8
collide,8
DEM,8
refers,8
first_end_portion,8
center_frequency,8
flight-control_signal,8
dedicated_battery_case,8
weak_signal,8
flight_capability,8
corresponding_plurality,8
interference_assessment,8
resonate,8
event_content,8
noise_amplification,8
mobile_application,8
different_application,8
first_wireless_unit,8
same_direction,8
incorporation,8
following_step,8
first_time_series,8
modeling,8
aerial_network,8
system_receiver,8
desired_number_N,8
safety_operation,8
network_resource,8
console,8
base_location,8
blacklist,8
web_page,8
first_person_view,8
operational_parameter,8
human_eye,8
grace_period,8
cellular_modem,8
partof,8
following_drawing,8
neighborhood_analysis,8
search_mode,8
theflight_path,8
UAS_design_module,8
evacuation_vehicle,8
anoperator,8
transverse,8
landing_marker,8
evolve,8
se,8
direction_perpendicular,8
refrigerant,8
forward_flight_mode,8
solid_piece,8
possible_presence,8
localization_system,8
flight_component,8
second_UAS_module,8
efficient_operation,8
overview_image,8
signal_estimate,8
flexible_connection,8
phase_shifter,8
drone_authentication_system,8
illumination_spectrum,8
first_air_interface_type,8
bound,8
flight_vector,8
measurement_signal,8
spectrometer,8
first_acoustic_signature,8
multiple_phase,8
global_coordinate_system,8
centralized_image_processing_server,8
Wi-Fi_signal_data,8
exoskeleton,8
light_emission_unit,8
altimeter,8
G_force,8
constant_speed,8
approve,8
geo-location,8
actual_aerial_image_data,8
high_intensity_portion,8
remote_monitoring,8
catch,8
thecomputer,8
key_feature,8
wireless_communication_interface,8
B,8
less,8
delivery_surface,8
infrared_module,8
planar,8
versatility,8
position_unit,8
rotor_arm,8
slope,8
electronic_computing_device,8
confidence_measure,8
first_position-limiting_component,8
IR,8
convenient,8
position_signal,8
distributed_flight_management_system,8
open_area,8
agitator,8
other_terminal,8
analytics_engine,8
certain_aspect,8
second_payload_interface,8
target_surface,8
camera_barrel,8
more_manipulable_member,8
respective_one,8
additional_advantage,8
feature_pair,8
single_engine,8
user_andor,8
multiple_component,8
more_condition,8
movable_radio_base_station,8
optimal_path,8
first_video_stream,8
camera_image_frame,8
network_infrastructure,8
first_oscillating_field,8
first_keyframe,8
upper_enclosure,8
vertical_motion,8
flight_simulator,8
Step,8
freezing,8
gathered_wind_data,8
optic_path,8
second_joint_portion,8
such_aircraft,8
voice_communication,8
gas_emission_event,8
spot_beam,8
further_explanation,8
more_frame_component,8
expend,8
personal_monitoring_device,8
lifting,8
first_data_communication,8
efficient_method,8
sharpness_value,8
second_area,8
ad-hoc_perimeter,8
delivery_information,8
second_lens,8
FSD,8
inventory_record,8
stimulus,8
agricultural_area,8
touch_screen_signal,8
respective_parameter_value,8
warning_indicator,8
encryption_tag,8
enough_power,8
barrier,8
second_air_interface_type,8
GNSS,8
new_agreement,8
tail_sitter_aircraft,8
second_oscillating_field,8
positive-edge-triggered_retention_flip-flop,8
real_property_boundary,8
literature,8
output_shaft,8
operational_tool,8
boulder_problem,8
on-board_UAV_docking_system,8
charging_system,8
HyperFragments,8
navigation_route,8
more_stem_portion,8
social_networking_website,8
peripheral_subassembly,8
subject_vehicle,8
movement_disorder,8
supply_portal,8
delivery_receptacle,8
focus_value,8
predetermined_condition,8
evidence,8
first_point_cloud_generator,8
System,8
identified_GPS_receiver,8
vendor,8
limited_distance,8
tractor,8
top_speed,8
pan,8
winch_cable_interface,8
local_area_network,8
first_pixel,8
automatic_location,8
resonance,8
control_transfer,8
general_purpose,8
rule_element,8
aerial_release_system,8
encrypted_second_command,8
output_port,8
crop_production_system,8
autonomous_navigation,8
eye_movement,8
various_point,8
movable_object_operation,8
first_magnetic_connector,8
docking_pad,8
conductive_waveguide_face,8
game_action_data,8
other_reason,8
electromagnetic_radiation_transmitter,8
machine_language,8
test_logic,8
denial,8
local_clock_signal,8
electromagnetic_environment,8
more_lighting_device,8
subtract,8
UAV_control_data,8
cognitive_state,8
Aerial_Vehicle,8
check_valve,8
second_conductive_member,8
computer_memory,8
vehicle-containing_canister,8
directional_sensor,8
central_region,8
first_threshold,8
mothership_aircraft,8
theautonomous_vehicle,8
download_request,8
processing_station,8
thrust_force,8
demultiplexer,8
multiple_variable,8
hybrid_propulsion_system,8
receive_data,8
soil_property_data,8
locking_device,8
alarm_event,8
monitoring_data,8
first_orientation,8
more_gesture,8
compound_structure,8
drone_request_signal,8
broad_beam,8
rotational_movement_output_signal,8
smoothness_value,8
second_modular_fixture,8
array_support,8
initial_camera_pose,8
hardware_processor,8
light_pole,8
dictate,8
predefined_area,8
world_model,8
determined_point,8
photovoltaic_surface,8
presentdisclosure,8
current_ambient_temperature,8
eject,8
overview,8
various_size,8
clear_indication,8
suppress,8
online_retailer,8
three-phase_ACs,8
fog_bank,8
passenger_compartment,8
echo,8
rating,8
semi-autonomous_drone,8
current_traffic_load,8
remote_performance,8
first_optical_axis,8
top_direction,8
rack_post,8
middle_section,8
sonar_emitter,8
second_handle_section,8
first_material,8
u,8
supervision,8
reliable_method,8
trend,8
desired_orientation,8
unauthorized_access,8
log,8
fuel_consumption,8
objective_parameter,8
cylinder,8
described_technology,8
bias,8
late_time,8
side_view,8
lineman,8
interference_isolation_routine,8
mud,8
360-degree_view,8
debris,8
wing_aircraft,8
theposition,8
on-board_processor,8
vanishing_point,8
propulsion_member,8
researcher,8
keyframe_generator,8
transmitted_microwave,8
extensive_overview,8
school,8
pyrotechnic,8
line_segment,8
fishing_region,8
press,8
first_communication_terminal,8
slung_load,8
different_manner,8
other_deficiency,8
small_unmanned_aerial_vehicle,8
novel_feature,8
deployment_rate,8
second_input_node,8
swarm_formation,8
different_characteristic,8
third_controller,8
dependence,8
coolant,8
inmate,8
geogaming,8
mechanical_charger,8
warhead,8
land_owner,8
audio_output_channel,8
third_party_vendor,8
non-transient_storage,8
meeting,8
cylindrical_RP_screen,8
queue,8
diagram,8
suspension_system,8
first_transaction_rule,8
rear_portion,8
structural_integrity,8
passive_sampling_device,8
mW,8
machine_language_instruction,8
different_position,8
group_consisting,8
low_enclosure,8
direct_line,8
statistic,8
multiple_source,8
effectuate,8
radial_multirotor_system,8
fish,8
radar_data,8
particular_solar_panel,8
power_plant,8
user_equipment_location_information,8
improved_system,8
speed_profile,8
second_ridge,8
transmit-resonator_resonating,8
modified_communication_signal,8
energy_need,8
urban_environment,8
sonar_system,8
lb,8
surroundings_sensor,8
afford,8
totransmit,8
second_keep-out_region,8
physical_world,8
spatial_dimension,8
toll_payment_information,8
other_modular_computer_component,8
determined_location,8
target_coverage_area,8
pace,8
location_device,8
long_flight_time,8
electronics_unit,8
social_networking_site,8
first_wireless_communication_network,8
mobile_unit,8
release_tube,8
certain_amount,8
transit,8
AC_power,8
reference_terminal,8
more_wireless_signal_detection_unit,8
frame_shift,8
many_different_type,8
error_correction_data,8
ad_hoc_wireless_network,8
Fresnel_zone,8
ambient_air,8
large_error,8
distressed_swimmer,8
end_counter,8
tactical_advantage,8
electronic_system,8
power_mode_manager,8
second_ambient_air_pressure,8
communication_transmitter,8
pixel_shift,8
second_mean,8
hybrid_propulsion,8
theowner,8
multiple_sector,8
Internet_traffic,8
inventive_aspect,8
ordinary_person,8
human_being,8
flight_hazard_level,8
more_piece,8
additional_visual_selector,8
first_focal_length,8
retention_storage_device,8
many_year,8
arm_interior_space,8
induction_rotor,8
door_detection,8
sun_model,8
gap_width,8
optical_discrepancy,8
such_problem,8
ADS-B_data,8
head-mounted_eyepiece,8
initial_weight_estimate,8
emergency-recovery_state,8
tail_rotor,8
first_confidence_level,8
user-specified_target_information,7
crease,7
trigger_signal,7
deployed,7
andor_feature,7
sensor_unit,7
first_condition,7
horizontal_flight,7
electrical_device,7
dispensed_tool_output,7
imaging_module,7
weather_data,7
teleoperation,7
theflight_restriction_region,7
firsttransmission_synchronization_signal,7
detection_radius,7
aerodynamic_shape,7
second_aerial_device,7
object_location,7
performance_data,7
time_delay_circuitry,7
protected_space,7
received_light,7
position_control_sensor,7
UAV_device,7
organize,7
good_understanding,7
upload,7
detection_capability,7
first_turbulence_estimate,7
such_unmanned_vehicle,7
caltrop,7
surrounding,7
interactive_control_element,7
obstruction_detection,7
transmit-resonator,7
12,7
sound_engineer,7
pollination,7
additional_lift,7
g,7
mold,7
first_support_assembly,7
sickness_agent,7
binocular_camera,7
Aircraft,7
ID_information,7
employer,7
activity_performer,7
overall_size,7
more_computing_device,7
policy_generator,7
investment,7
broadband_access_system,7
incoming_call_data,7
receiving_device,7
UAV_aircraft,7
drill,7
second_route,7
backward_direction,7
UAV_operation,7
dispatch_command,7
switchable_Halbach_system,7
light_field_information,7
power_demand,7
sensor_control_system,7
associated,7
apparent_position,7
semi-reflective_reflector,7
payload_capacity,7
ground_troop,7
elongated_airfoil,7
mission_information,7
simulated_weapon,7
roof_age,7
energy_detector,7
desired_movement_path,7
aerial_data,7
initial_detection,7
particular_aerial_vehicle,7
outer,7
wireless_LAN,7
physical_surface_configuration,7
carousel,7
drone_relative,7
roll_control,7
parking_space,7
great_value,7
structure_Performance,7
data_storage_unit,7
expiration_condition,7
weak_side,7
second_operating_temperature,7
drone_sensor_data,7
three-dimensional_geometry,7
